Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,1,3,May 14 - May 19,2020-05-14,2020-05-19,41.0,38.9,43.2,38.9 - 43.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,1,3,May 14 - May 19,2020-05-14,2020-05-19,44.2,42.3,46.2,42.3 - 46.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,1,3,May 14 - May 19,2020-05-14,2020-05-19,45.7,43.7,47.7,43.7 - 47.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,1,3,May 14 - May 19,2020-05-14,2020-05-19,48.7,47.0,50.5,47.0 - 50.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,1,3,May 14 - May 19,2020-05-14,2020-05-19,46.6,44.5,48.7,44.5 - 48.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,1,3,May 14 - May 19,2020-05-14,2020-05-19,41.0,38.0,44.2,38.0 - 44.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,1,3,May 14 - May 19,2020-05-14,2020-05-19,43.7,37.9,49.6,37.9 - 49.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Male,1,3,May 14 - May 19,2020-05-14,2020-05-19,41.3,40.0,42.7,40.0 - 42.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Female,1,3,May 14 - May 19,2020-05-14,2020-05-19,48.1,47.0,49.2,47.0 - 49.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,3,May 14 - May 19,2020-05-14,2020-05-19,42.2,39.5,44.9,39.5 - 44.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,3,May 14 - May 19,2020-05-14,2020-05-19,45.8,44.9,46.8,44.9 - 46.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,3,May 14 - May 19,2020-05-14,2020-05-19,44.7,42.5,46.8,42.5 - 46.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,3,May 14 - May 19,2020-05-14,2020-05-19,36.5,33.1,40.0,33.1 - 40.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,3,May 14 - May 19,2020-05-14,2020-05-19,50.6,46.8,54.4,46.8 - 54.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,1,3,May 14 - May 19,2020-05-14,2020-05-19,41.1,37.7,44.6,37.7 - 44.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,1,3,May 14 - May 19,2020-05-14,2020-05-19,39.7,38.1,41.2,38.1 - 41.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,1,3,May 14 - May 19,2020-05-14,2020-05-19,47.2,45.7,48.8,45.7 - 48.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,1,3,May 14 - May 19,2020-05-14,2020-05-19,48.1,47.0,49.3,47.0 - 49.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,1,3,May 14 - May 19,2020-05-14,2020-05-19,43.9,38.6,49.4,38.6 - 49.4,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,1,3,May 14 - May 19,2020-05-14,2020-05-19,49.9,45.1,54.7,45.1 - 54.7,47.5-54.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,1,3,May 14 - May 19,2020-05-14,2020-05-19,45.8,41.2,50.5,41.2 - 50.5,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,1,3,May 14 - May 19,2020-05-14,2020-05-19,40.1,35.5,44.8,35.5 - 44.8,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,1,3,May 14 - May 19,2020-05-14,2020-05-19,46.1,43.0,49.2,43.0 - 49.2,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,1,3,May 14 - May 19,2020-05-14,2020-05-19,45.7,41.4,50.1,41.4 - 50.1,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,1,3,May 14 - May 19,2020-05-14,2020-05-19,48.5,43.2,53.9,43.2 - 53.9,47.5-54.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,1,3,May 14 - May 19,2020-05-14,2020-05-19,38.7,33.9,43.7,33.9 - 43.7,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,1,3,May 14 - May 19,2020-05-14,2020-05-19,43.5,36.4,50.7,36.4 - 50.7,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,1,3,May 14 - May 19,2020-05-14,2020-05-19,43.4,39.7,47.1,39.7 - 47.1,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,1,3,May 14 - May 19,2020-05-14,2020-05-19,45.6,40.8,50.6,40.8 - 50.6,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,1,3,May 14 - May 19,2020-05-14,2020-05-19,42.1,35.3,49.0,35.3 - 49.0,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,1,3,May 14 - May 19,2020-05-14,2020-05-19,37.2,31.9,42.7,31.9 - 42.7,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,1,3,May 14 - May 19,2020-05-14,2020-05-19,47.3,42.6,52.0,42.6 - 52.0,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,1,3,May 14 - May 19,2020-05-14,2020-05-19,46.3,41.4,51.2,41.4 - 51.2,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,1,3,May 14 - May 19,2020-05-14,2020-05-19,40.9,36.2,45.7,36.2 - 45.7,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,1,3,May 14 - May 19,2020-05-14,2020-05-19,39.9,33.5,46.5,33.5 - 46.5,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,1,3,May 14 - May 19,2020-05-14,2020-05-19,46.2,40.3,52.2,40.3 - 52.2,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,1,3,May 14 - May 19,2020-05-14,2020-05-19,46.3,40.5,52.3,40.5 - 52.3,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,1,3,May 14 - May 19,2020-05-14,2020-05-19,54.6,48.5,60.7,48.5 - 60.7,47.5-54.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,1,3,May 14 - May 19,2020-05-14,2020-05-19,47.2,41.9,52.6,41.9 - 52.6,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,1,3,May 14 - May 19,2020-05-14,2020-05-19,44.1,40.2,48.1,40.2 - 48.1,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,1,3,May 14 - May 19,2020-05-14,2020-05-19,45.5,41.1,50.0,41.1 - 50.0,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,1,3,May 14 - May 19,2020-05-14,2020-05-19,41.6,37.1,46.2,37.1 - 46.2,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,1,3,May 14 - May 19,2020-05-14,2020-05-19,47.0,41.2,52.9,41.2 - 52.9,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,1,3,May 14 - May 19,2020-05-14,2020-05-19,47.5,41.7,53.3,41.7 - 53.3,47.5-54.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,1,3,May 14 - May 19,2020-05-14,2020-05-19,50.1,44.5,55.6,44.5 - 55.6,47.5-54.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,1,3,May 14 - May 19,2020-05-14,2020-05-19,47.4,41.6,53.2,41.6 - 53.2,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,1,3,May 14 - May 19,2020-05-14,2020-05-19,42.2,36.9,47.7,36.9 - 47.7,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,1,3,May 14 - May 19,2020-05-14,2020-05-19,46.7,40.8,52.8,40.8 - 52.8,45.5-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,1,3,May 14 - May 19,2020-05-14,2020-05-19,51.0,45.6,56.5,45.6 - 56.5,47.5-54.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,1,3,May 14 - May 19,2020-05-14,2020-05-19,48.8,43.2,54.5,43.2 - 54.5,47.5-54.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,1,3,May 14 - May 19,2020-05-14,2020-05-19,45.4,40.6,50.4,40.6 - 50.4,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,1,3,May 14 - May 19,2020-05-14,2020-05-19,42.0,38.5,45.5,38.5 - 45.5,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,1,3,May 14 - May 19,2020-05-14,2020-05-19,40.2,33.3,47.4,33.3 - 47.4,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,1,3,May 14 - May 19,2020-05-14,2020-05-19,47.5,41.5,53.5,41.5 - 53.5,47.5-54.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,1,3,May 14 - May 19,2020-05-14,2020-05-19,35.7,30.7,40.9,30.7 - 40.9,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,1,3,May 14 - May 19,2020-05-14,2020-05-19,51.7,46.9,56.4,46.9 - 56.4,47.5-54.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,1,3,May 14 - May 19,2020-05-14,2020-05-19,43.1,38.3,48.0,38.3 - 48.0,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,1,3,May 14 - May 19,2020-05-14,2020-05-19,44.4,38.5,50.3,38.5 - 50.3,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,1,3,May 14 - May 19,2020-05-14,2020-05-19,43.4,37.6,49.3,37.6 - 49.3,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,1,3,May 14 - May 19,2020-05-14,2020-05-19,38.1,32.0,44.5,32.0 - 44.5,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,1,3,May 14 - May 19,2020-05-14,2020-05-19,44.6,39.6,49.6,39.6 - 49.6,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,1,3,May 14 - May 19,2020-05-14,2020-05-19,41.2,37.8,44.6,37.8 - 44.6,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,1,3,May 14 - May 19,2020-05-14,2020-05-19,37.2,32.3,42.3,32.3 - 42.3,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,1,3,May 14 - May 19,2020-05-14,2020-05-19,52.5,47.0,57.9,47.0 - 57.9,47.5-54.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,1,3,May 14 - May 19,2020-05-14,2020-05-19,44.6,40.2,49.1,40.2 - 49.1,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,1,3,May 14 - May 19,2020-05-14,2020-05-19,48.4,44.0,52.9,44.0 - 52.9,47.5-54.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,1,3,May 14 - May 19,2020-05-14,2020-05-19,34.9,29.1,41.0,29.1 - 41.0,34.9-42.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,1,3,May 14 - May 19,2020-05-14,2020-05-19,42.9,38.0,47.9,38.0 - 47.9,42.1-45.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,1,3,May 14 - May 19,2020-05-14,2020-05-19,48.9,42.3,55.5,42.3 - 55.5,47.5-54.6
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,1,4,May 21 - May 26,2020-05-21,2020-05-26,44.9,44.1,45.8,44.1 - 45.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,1,4,May 21 - May 26,2020-05-21,2020-05-26,38.5,36.4,40.7,36.4 - 40.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,1,4,May 21 - May 26,2020-05-21,2020-05-26,43.9,42.3,45.5,42.3 - 45.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,1,4,May 21 - May 26,2020-05-21,2020-05-26,47.2,45.4,48.9,45.4 - 48.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,1,4,May 21 - May 26,2020-05-21,2020-05-26,49.8,47.8,51.8,47.8 - 51.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,1,4,May 21 - May 26,2020-05-21,2020-05-26,46.9,44.8,49.0,44.8 - 49.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,1,4,May 21 - May 26,2020-05-21,2020-05-26,41.8,39.0,44.7,39.0 - 44.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,1,4,May 21 - May 26,2020-05-21,2020-05-26,45.0,39.2,50.9,39.2 - 50.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Male,1,4,May 21 - May 26,2020-05-21,2020-05-26,41.3,40.0,42.6,40.0 - 42.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Female,1,4,May 21 - May 26,2020-05-21,2020-05-26,48.3,47.2,49.5,47.2 - 49.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,4,May 21 - May 26,2020-05-21,2020-05-26,43.4,40.9,46.0,40.9 - 46.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,4,May 21 - May 26,2020-05-21,2020-05-26,45.8,44.8,46.9,44.8 - 46.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,4,May 21 - May 26,2020-05-21,2020-05-26,42.7,40.1,45.3,40.1 - 45.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,4,May 21 - May 26,2020-05-21,2020-05-26,38.4,35.1,41.7,35.1 - 41.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,4,May 21 - May 26,2020-05-21,2020-05-26,52.0,48.6,55.4,48.6 - 55.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,1,4,May 21 - May 26,2020-05-21,2020-05-26,45.9,41.6,50.2,41.6 - 50.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,1,4,May 21 - May 26,2020-05-21,2020-05-26,41.2,39.5,42.8,39.5 - 42.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,1,4,May 21 - May 26,2020-05-21,2020-05-26,45.7,44.3,47.1,44.3 - 47.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,1,4,May 21 - May 26,2020-05-21,2020-05-26,47.5,46.5,48.6,46.5 - 48.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,1,4,May 21 - May 26,2020-05-21,2020-05-26,39.8,35.4,44.2,35.4 - 44.2,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,1,4,May 21 - May 26,2020-05-21,2020-05-26,51.3,45.4,57.2,45.4 - 57.2,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,1,4,May 21 - May 26,2020-05-21,2020-05-26,46.8,42.4,51.2,42.4 - 51.2,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,1,4,May 21 - May 26,2020-05-21,2020-05-26,41.7,36.7,46.9,36.7 - 46.9,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,1,4,May 21 - May 26,2020-05-21,2020-05-26,44.6,41.8,47.5,41.8 - 47.5,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,1,4,May 21 - May 26,2020-05-21,2020-05-26,46.2,41.5,51.1,41.5 - 51.1,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,1,4,May 21 - May 26,2020-05-21,2020-05-26,47.6,43.1,52.2,43.1 - 52.2,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,1,4,May 21 - May 26,2020-05-21,2020-05-26,39.1,33.3,45.2,33.3 - 45.2,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,1,4,May 21 - May 26,2020-05-21,2020-05-26,44.1,36.4,52.0,36.4 - 52.0,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,1,4,May 21 - May 26,2020-05-21,2020-05-26,45.4,42.4,48.3,42.4 - 48.3,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,1,4,May 21 - May 26,2020-05-21,2020-05-26,48.3,44.1,52.4,44.1 - 52.4,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,1,4,May 21 - May 26,2020-05-21,2020-05-26,41.5,36.9,46.3,36.9 - 46.3,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,1,4,May 21 - May 26,2020-05-21,2020-05-26,38.3,33.7,43.2,33.7 - 43.2,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,1,4,May 21 - May 26,2020-05-21,2020-05-26,48.5,44.6,52.5,44.6 - 52.5,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,1,4,May 21 - May 26,2020-05-21,2020-05-26,46.0,41.1,51.0,41.1 - 51.0,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,1,4,May 21 - May 26,2020-05-21,2020-05-26,39.6,34.6,44.6,34.6 - 44.6,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,1,4,May 21 - May 26,2020-05-21,2020-05-26,38.0,34.0,42.1,34.0 - 42.1,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,1,4,May 21 - May 26,2020-05-21,2020-05-26,44.9,40.5,49.4,40.5 - 49.4,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,1,4,May 21 - May 26,2020-05-21,2020-05-26,50.4,44.4,56.3,44.4 - 56.3,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,1,4,May 21 - May 26,2020-05-21,2020-05-26,54.8,49.3,60.2,49.3 - 60.2,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,1,4,May 21 - May 26,2020-05-21,2020-05-26,44.5,40.0,49.0,40.0 - 49.0,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,1,4,May 21 - May 26,2020-05-21,2020-05-26,46.5,42.1,50.9,42.1 - 50.9,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,1,4,May 21 - May 26,2020-05-21,2020-05-26,48.5,44.3,52.7,44.3 - 52.7,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,1,4,May 21 - May 26,2020-05-21,2020-05-26,46.7,42.1,51.5,42.1 - 51.5,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,1,4,May 21 - May 26,2020-05-21,2020-05-26,48.8,43.1,54.5,43.1 - 54.5,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,1,4,May 21 - May 26,2020-05-21,2020-05-26,40.1,35.4,45.1,35.4 - 45.1,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,1,4,May 21 - May 26,2020-05-21,2020-05-26,40.0,35.1,45.0,35.1 - 45.0,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,1,4,May 21 - May 26,2020-05-21,2020-05-26,41.0,36.9,45.1,36.9 - 45.1,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,1,4,May 21 - May 26,2020-05-21,2020-05-26,45.0,41.3,48.8,41.3 - 48.8,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,1,4,May 21 - May 26,2020-05-21,2020-05-26,48.7,44.5,52.9,44.5 - 52.9,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,1,4,May 21 - May 26,2020-05-21,2020-05-26,47.2,42.0,52.4,42.0 - 52.4,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,1,4,May 21 - May 26,2020-05-21,2020-05-26,46.0,40.8,51.3,40.8 - 51.3,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,1,4,May 21 - May 26,2020-05-21,2020-05-26,45.2,40.9,49.5,40.9 - 49.5,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,1,4,May 21 - May 26,2020-05-21,2020-05-26,45.6,41.1,50.2,41.1 - 50.2,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,1,4,May 21 - May 26,2020-05-21,2020-05-26,36.0,30.8,41.5,30.8 - 41.5,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,1,4,May 21 - May 26,2020-05-21,2020-05-26,41.6,36.5,46.9,36.5 - 46.9,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,1,4,May 21 - May 26,2020-05-21,2020-05-26,44.6,39.5,49.8,39.5 - 49.8,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,1,4,May 21 - May 26,2020-05-21,2020-05-26,46.9,42.7,51.1,42.7 - 51.1,46.8-54.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,1,4,May 21 - May 26,2020-05-21,2020-05-26,46.5,41.3,51.8,41.3 - 51.8,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,1,4,May 21 - May 26,2020-05-21,2020-05-26,41.7,35.5,48.1,35.5 - 48.1,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,1,4,May 21 - May 26,2020-05-21,2020-05-26,40.4,35.7,45.2,35.7 - 45.2,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,1,4,May 21 - May 26,2020-05-21,2020-05-26,39.3,33.5,45.3,33.5 - 45.3,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,1,4,May 21 - May 26,2020-05-21,2020-05-26,42.8,38.6,47.0,38.6 - 47.0,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,1,4,May 21 - May 26,2020-05-21,2020-05-26,43.7,39.9,47.6,39.9 - 47.6,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,1,4,May 21 - May 26,2020-05-21,2020-05-26,41.1,37.3,45.0,37.3 - 45.0,36.0-41.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,1,4,May 21 - May 26,2020-05-21,2020-05-26,45.2,39.0,51.4,39.0 - 51.4,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,1,4,May 21 - May 26,2020-05-21,2020-05-26,44.6,40.8,48.5,40.8 - 48.5,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,1,4,May 21 - May 26,2020-05-21,2020-05-26,43.5,39.9,47.2,39.9 - 47.2,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,1,4,May 21 - May 26,2020-05-21,2020-05-26,43.0,36.0,50.2,36.0 - 50.2,41.6-44.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,1,4,May 21 - May 26,2020-05-21,2020-05-26,45.9,41.1,50.8,41.1 - 50.8,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,1,4,May 21 - May 26,2020-05-21,2020-05-26,46.1,40.7,51.5,40.7 - 51.5,45.0-46.7
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,1,5,May 28 - June 2,2020-05-28,2020-06-02,45.5,44.9,46.1,44.9 - 46.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,1,5,May 28 - June 2,2020-05-28,2020-06-02,39.6,37.2,42.1,37.2 - 42.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,1,5,May 28 - June 2,2020-05-28,2020-06-02,45.9,44.6,47.2,44.6 - 47.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,1,5,May 28 - June 2,2020-05-28,2020-06-02,47.4,45.8,49.0,45.8 - 49.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,1,5,May 28 - June 2,2020-05-28,2020-06-02,49.9,48.5,51.3,48.5 - 51.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,1,5,May 28 - June 2,2020-05-28,2020-06-02,46.9,45.2,48.6,45.2 - 48.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,1,5,May 28 - June 2,2020-05-28,2020-06-02,42.3,40.1,44.5,40.1 - 44.5,
